,feature,file,folder
385,DRD350JQ,DRXTOT,Dietary
386,DRD360,DRXTOT,Dietary
387,DRD370AQ,DRXTOT,Dietary
388,DRD370BQ,DRXTOT,Dietary
389,DRD370CQ,DRXTOT,Dietary
390,DRD370DQ,DRXTOT,Dietary
391,DRD370EQ,DRXTOT,Dietary
392,DRD370FQ,DRXTOT,Dietary
393,DRD370GQ,DRXTOT,Dietary
394,DRD370HQ,DRXTOT,Dietary
395,DRD370IQ,DRXTOT,Dietary
396,DRD370JQ,DRXTOT,Dietary
397,DRD370KQ,DRXTOT,Dietary
398,DRD370LQ,DRXTOT,Dietary
399,DRD370MQ,DRXTOT,Dietary
400,DRD370NQ,DRXTOT,Dietary
401,DRD370OQ,DRXTOT,Dietary
402,DRD370PQ,DRXTOT,Dietary
403,DRD370QQ,DRXTOT,Dietary
404,DRD370RQ,DRXTOT,Dietary
405,DRD370SQ,DRXTOT,Dietary
406,DRD370TQ,DRXTOT,Dietary
407,DRD370UQ,DRXTOT,Dietary
408,DRDCWATR,DRXTOT,Dietary
409,DRDDRSTZ,DRXTOT,Dietary
410,DRDRESP,DRXTOT,Dietary
411,DRXTACAR,DRXTOT,Dietary
412,DRXTATOC,DRXTOT,Dietary
413,DRXTBCAR,DRXTOT,Dietary
414,DRXTCRYP,DRXTOT,Dietary
415,DRXTFA,DRXTOT,Dietary
416,DRXTFDFE,DRXTOT,Dietary
417,DRXTFF,DRXTOT,Dietary
418,DRXTLYCO,DRXTOT,Dietary
419,DRXTLZ,DRXTOT,Dietary
420,DRXTMOIS,DRXTOT,Dietary
421,DRXTNUMF,DRXTOT,Dietary
422,DRXTRET,DRXTOT,Dietary
423,DRXTSUGR,DRXTOT,Dietary
424,DRXTVARA,DRXTOT,Dietary
425,DRXTVK,DRXTOT,Dietary
444,DRDINT,FFQRAW,Dietary
445,FFQ_MISS,FFQRAW,Dietary
446,FFQ0001,FFQRAW,Dietary
447,FFQ0002,FFQRAW,Dietary
448,FFQ0003,FFQRAW,Dietary
449,FFQ0004,FFQRAW,Dietary
450,FFQ0005,FFQRAW,Dietary
451,FFQ0006,FFQRAW,Dietary
452,FFQ0006A,FFQRAW,Dietary
453,FFQ0007,FFQRAW,Dietary
454,FFQ0007A,FFQRAW,Dietary
455,FFQ0008,FFQRAW,Dietary
456,FFQ0009,FFQRAW,Dietary
457,FFQ0009A,FFQRAW,Dietary
458,FFQ0009B,FFQRAW,Dietary
459,FFQ0009C,FFQRAW,Dietary
460,FFQ0009D,FFQRAW,Dietary
461,FFQ0010,FFQRAW,Dietary
462,FFQ0010A,FFQRAW,Dietary
463,FFQ0010B,FFQRAW,Dietary
464,FFQ0011,FFQRAW,Dietary
465,FFQ0012,FFQRAW,Dietary
466,FFQ0013,FFQRAW,Dietary
467,FFQ0013A,FFQRAW,Dietary
468,FFQ0013B,FFQRAW,Dietary
469,FFQ0013C,FFQRAW,Dietary
470,FFQ0014,FFQRAW,Dietary
471,FFQ0014A,FFQRAW,Dietary
472,FFQ0014B,FFQRAW,Dietary
473,FFQ0014C,FFQRAW,Dietary
474,FFQ0015,FFQRAW,Dietary
475,FFQ0016,FFQRAW,Dietary
476,FFQ0017,FFQRAW,Dietary
477,FFQ0018,FFQRAW,Dietary
478,FFQ0019,FFQRAW,Dietary
479,FFQ0020,FFQRAW,Dietary
480,FFQ0021,FFQRAW,Dietary
481,FFQ0021A,FFQRAW,Dietary
482,FFQ0021B,FFQRAW,Dietary
483,FFQ0022,FFQRAW,Dietary
484,FFQ0023,FFQRAW,Dietary
485,FFQ0023A,FFQRAW,Dietary
486,FFQ0023B,FFQRAW,Dietary
487,FFQ0024,FFQRAW,Dietary
488,FFQ0024A,FFQRAW,Dietary
489,FFQ0024B,FFQRAW,Dietary
490,FFQ0025,FFQRAW,Dietary
491,FFQ0025A,FFQRAW,Dietary
492,FFQ0025B,FFQRAW,Dietary
493,FFQ0026,FFQRAW,Dietary
494,FFQ0026A,FFQRAW,Dietary
495,FFQ0026B,FFQRAW,Dietary
496,FFQ0027,FFQRAW,Dietary
497,FFQ0028,FFQRAW,Dietary
498,FFQ0029,FFQRAW,Dietary
499,FFQ0030,FFQRAW,Dietary
500,FFQ0031,FFQRAW,Dietary
501,FFQ0032,FFQRAW,Dietary
502,FFQ0033,FFQRAW,Dietary
503,FFQ0034,FFQRAW,Dietary
504,FFQ0035,FFQRAW,Dietary
505,FFQ0035A,FFQRAW,Dietary
506,FFQ0035B,FFQRAW,Dietary
507,FFQ0036,FFQRAW,Dietary
508,FFQ0037,FFQRAW,Dietary
509,FFQ0038,FFQRAW,Dietary
510,FFQ0039,FFQRAW,Dietary
511,FFQ0040,FFQRAW,Dietary
512,FFQ0041,FFQRAW,Dietary
513,FFQ0042,FFQRAW,Dietary
514,FFQ0042A,FFQRAW,Dietary
515,FFQ0042B,FFQRAW,Dietary
516,FFQ0043,FFQRAW,Dietary
517,FFQ0043A,FFQRAW,Dietary
518,FFQ0043B,FFQRAW,Dietary
519,FFQ0044,FFQRAW,Dietary
520,FFQ0044A,FFQRAW,Dietary
521,FFQ0045,FFQRAW,Dietary
522,FFQ0046,FFQRAW,Dietary
523,FFQ0047,FFQRAW,Dietary
524,FFQ0048,FFQRAW,Dietary
525,FFQ0049,FFQRAW,Dietary
526,FFQ0050,FFQRAW,Dietary
527,FFQ0051,FFQRAW,Dietary
528,FFQ0052,FFQRAW,Dietary
529,FFQ0053,FFQRAW,Dietary
530,FFQ0054,FFQRAW,Dietary
531,FFQ0055,FFQRAW,Dietary
532,FFQ0055A,FFQRAW,Dietary
533,FFQ0056,FFQRAW,Dietary
534,FFQ0057,FFQRAW,Dietary
535,FFQ0058,FFQRAW,Dietary
536,FFQ0058A,FFQRAW,Dietary
537,FFQ0059,FFQRAW,Dietary
538,FFQ0059A,FFQRAW,Dietary
539,FFQ0060,FFQRAW,Dietary
540,FFQ0061,FFQRAW,Dietary
541,FFQ0062,FFQRAW,Dietary
542,FFQ0063,FFQRAW,Dietary
543,FFQ0063A,FFQRAW,Dietary
544,FFQ0063B,FFQRAW,Dietary
545,FFQ0063C,FFQRAW,Dietary
546,FFQ0064,FFQRAW,Dietary
547,FFQ0065,FFQRAW,Dietary
548,FFQ0065A,FFQRAW,Dietary
549,FFQ0066,FFQRAW,Dietary
550,FFQ0066A,FFQRAW,Dietary
551,FFQ0067,FFQRAW,Dietary
552,FFQ0068,FFQRAW,Dietary
553,FFQ0069,FFQRAW,Dietary
554,FFQ0070,FFQRAW,Dietary
555,FFQ0071,FFQRAW,Dietary
556,FFQ0071A,FFQRAW,Dietary
557,FFQ0072,FFQRAW,Dietary
558,FFQ0072A,FFQRAW,Dietary
559,FFQ0073,FFQRAW,Dietary
560,FFQ0074,FFQRAW,Dietary
561,FFQ0075,FFQRAW,Dietary
562,FFQ0075A,FFQRAW,Dietary
563,FFQ0076,FFQRAW,Dietary
564,FFQ0077,FFQRAW,Dietary
565,FFQ0077A,FFQRAW,Dietary
566,FFQ0078,FFQRAW,Dietary
567,FFQ0079,FFQRAW,Dietary
568,FFQ0080,FFQRAW,Dietary
569,FFQ0080A,FFQRAW,Dietary
570,FFQ0081,FFQRAW,Dietary
571,FFQ0082,FFQRAW,Dietary
572,FFQ0083,FFQRAW,Dietary
573,FFQ0084,FFQRAW,Dietary
574,FFQ0084A,FFQRAW,Dietary
575,FFQ0084B,FFQRAW,Dietary
576,FFQ0084C,FFQRAW,Dietary
577,FFQ0085,FFQRAW,Dietary
578,FFQ0086,FFQRAW,Dietary
579,FFQ0087,FFQRAW,Dietary
580,FFQ0088,FFQRAW,Dietary
581,FFQ0089,FFQRAW,Dietary
582,FFQ0089A,FFQRAW,Dietary
583,FFQ0090,FFQRAW,Dietary
584,FFQ0090A,FFQRAW,Dietary
585,FFQ0091,FFQRAW,Dietary
586,FFQ0092,FFQRAW,Dietary
587,FFQ0092A,FFQRAW,Dietary
588,FFQ0093,FFQRAW,Dietary
589,FFQ0094,FFQRAW,Dietary
590,FFQ0095,FFQRAW,Dietary
591,FFQ0096,FFQRAW,Dietary
592,FFQ0097,FFQRAW,Dietary
593,FFQ0097A,FFQRAW,Dietary
594,FFQ0097B,FFQRAW,Dietary
595,FFQ0097C,FFQRAW,Dietary
596,FFQ0097D,FFQRAW,Dietary
597,FFQ0097E,FFQRAW,Dietary
598,FFQ0097F,FFQRAW,Dietary
599,FFQ0098,FFQRAW,Dietary
600,FFQ0098A,FFQRAW,Dietary
601,FFQ0099,FFQRAW,Dietary
602,FFQ0100,FFQRAW,Dietary
603,FFQ0101,FFQRAW,Dietary
604,FFQ0102,FFQRAW,Dietary
605,FFQ0102A,FFQRAW,Dietary
606,FFQ0103,FFQRAW,Dietary
607,FFQ0103A,FFQRAW,Dietary
608,FFQ0104,FFQRAW,Dietary
609,FFQ0105,FFQRAW,Dietary
610,FFQ0106,FFQRAW,Dietary
611,FFQ0107,FFQRAW,Dietary
612,FFQ0108,FFQRAW,Dietary
613,FFQ0109,FFQRAW,Dietary
614,FFQ0110,FFQRAW,Dietary
615,FFQ0110A,FFQRAW,Dietary
616,FFQ0111,FFQRAW,Dietary
617,FFQ0112,FFQRAW,Dietary
618,FFQ0112A,FFQRAW,Dietary
619,FFQ0113,FFQRAW,Dietary
620,FFQ0114,FFQRAW,Dietary
621,FFQ0115,FFQRAW,Dietary
622,FFQ0116,FFQRAW,Dietary
623,FFQ0117,FFQRAW,Dietary
624,FFQ0118,FFQRAW,Dietary
625,FFQ0119,FFQRAW,Dietary
626,FFQ0119A,FFQRAW,Dietary
627,FFQ0120,FFQRAW,Dietary
628,FFQ0121,FFQRAW,Dietary
629,FFQ0122,FFQRAW,Dietary
630,FFQ0122A,FFQRAW,Dietary
631,FFQ0122B,FFQRAW,Dietary
632,FFQ0122C,FFQRAW,Dietary
633,FFQ0122D,FFQRAW,Dietary
634,FFQ0123,FFQRAW,Dietary
635,FFQ0123A,FFQRAW,Dietary
636,FFQ0124,FFQRAW,Dietary
637,FFQ0124A,FFQRAW,Dietary
638,FFQ0125,FFQRAW,Dietary
639,FFQ0125A,FFQRAW,Dietary
640,FFQ0126,FFQRAW,Dietary
641,FFQ0127,FFQRAW,Dietary
642,FFQ0128,FFQRAW,Dietary
643,FFQ0128A,FFQRAW,Dietary
644,FFQ0129,FFQRAW,Dietary
645,FFQ0130,FFQRAW,Dietary
646,FFQ0130A,FFQRAW,Dietary
647,FFQ0131,FFQRAW,Dietary
648,FFQ0132,FFQRAW,Dietary
649,FFQ0132A,FFQRAW,Dietary
650,FFQ0133,FFQRAW,Dietary
651,FFQ0133A,FFQRAW,Dietary
652,FFQ0134,FFQRAW,Dietary
653,FFQ0134A,FFQRAW,Dietary
654,FFQ0135,FFQRAW,Dietary
655,FFQ0135A,FFQRAW,Dietary
656,FFQ0136,FFQRAW,Dietary
657,FFQ0136A,FFQRAW,Dietary
658,FFQ0137,FFQRAW,Dietary
659,FFQ0137A,FFQRAW,Dietary
660,FFQ0138,FFQRAW,Dietary
661,FFQ0138A,FFQRAW,Dietary
662,FFQ0139,FFQRAW,Dietary
663,FFQ0139A,FFQRAW,Dietary
664,FFQ0139B,FFQRAW,Dietary
665,FFQ0139C,FFQRAW,Dietary
666,FFQ0139D,FFQRAW,Dietary
667,WTS_FFQ,FFQRAW,Dietary
685,DBD100,DR1TOT,Dietary
688,DR1_320,DR1TOT,Dietary
689,DR1_330,DR1TOT,Dietary
690,DR1BWATR,DR1TOT,Dietary
691,DR1CWATR,DR1TOT,Dietary
765,DRD350A,DR1TOT,Dietary
766,DRD350AQ,DR1TOT,Dietary
767,DRD350B,DR1TOT,Dietary
768,DRD350BQ,DR1TOT,Dietary
769,DRD350C,DR1TOT,Dietary
770,DRD350CQ,DR1TOT,Dietary
771,DRD350D,DR1TOT,Dietary
772,DRD350DQ,DR1TOT,Dietary
773,DRD350E,DR1TOT,Dietary
774,DRD350EQ,DR1TOT,Dietary
775,DRD350F,DR1TOT,Dietary
776,DRD350FQ,DR1TOT,Dietary
777,DRD350G,DR1TOT,Dietary
778,DRD350GQ,DR1TOT,Dietary
779,DRD350H,DR1TOT,Dietary
780,DRD350HQ,DR1TOT,Dietary
781,DRD350I,DR1TOT,Dietary
782,DRD350IQ,DR1TOT,Dietary
783,DRD350J,DR1TOT,Dietary
784,DRD350JQ,DR1TOT,Dietary
785,DRD350K,DR1TOT,Dietary
787,DRD370A,DR1TOT,Dietary
788,DRD370AQ,DR1TOT,Dietary
789,DRD370B,DR1TOT,Dietary
790,DRD370BQ,DR1TOT,Dietary
791,DRD370C,DR1TOT,Dietary
792,DRD370CQ,DR1TOT,Dietary
793,DRD370D,DR1TOT,Dietary
794,DRD370DQ,DR1TOT,Dietary
795,DRD370E,DR1TOT,Dietary
796,DRD370EQ,DR1TOT,Dietary
797,DRD370F,DR1TOT,Dietary
798,DRD370FQ,DR1TOT,Dietary
799,DRD370G,DR1TOT,Dietary
800,DRD370GQ,DR1TOT,Dietary
801,DRD370H,DR1TOT,Dietary
802,DRD370HQ,DR1TOT,Dietary
803,DRD370I,DR1TOT,Dietary
804,DRD370IQ,DR1TOT,Dietary
805,DRD370J,DR1TOT,Dietary
806,DRD370JQ,DR1TOT,Dietary
807,DRD370K,DR1TOT,Dietary
808,DRD370KQ,DR1TOT,Dietary
809,DRD370L,DR1TOT,Dietary
810,DRD370LQ,DR1TOT,Dietary
811,DRD370M,DR1TOT,Dietary
812,DRD370MQ,DR1TOT,Dietary
813,DRD370N,DR1TOT,Dietary
814,DRD370NQ,DR1TOT,Dietary
815,DRD370O,DR1TOT,Dietary
816,DRD370OQ,DR1TOT,Dietary
817,DRD370P,DR1TOT,Dietary
818,DRD370PQ,DR1TOT,Dietary
819,DRD370Q,DR1TOT,Dietary
820,DRD370QQ,DR1TOT,Dietary
821,DRD370R,DR1TOT,Dietary
822,DRD370RQ,DR1TOT,Dietary
823,DRD370S,DR1TOT,Dietary
824,DRD370SQ,DR1TOT,Dietary
825,DRD370T,DR1TOT,Dietary
826,DRD370TQ,DR1TOT,Dietary
827,DRD370U,DR1TOT,Dietary
828,DRD370UQ,DR1TOT,Dietary
829,DRD370V,DR1TOT,Dietary
832,DRQSDT1,DR1TOT,Dietary
833,DRQSDT2,DR1TOT,Dietary
834,DRQSDT3,DR1TOT,Dietary
835,DRQSDT4,DR1TOT,Dietary
836,DRQSDT5,DR1TOT,Dietary
837,DRQSDT6,DR1TOT,Dietary
838,DRQSDT7,DR1TOT,Dietary
839,DRQSDT8,DR1TOT,Dietary
840,DRQSDT91,DR1TOT,Dietary
845,DR2_320,DR2TOT,Dietary
846,DR2_330,DR2TOT,Dietary
847,DR2BWATR,DR2TOT,Dietary
848,DR2CWATR,DR2TOT,Dietary
1005,DR2DAY,DS2TOT,Dietary
1006,DR2DBIH,DS2TOT,Dietary
1007,DR2DRSTZ,DS2TOT,Dietary
1008,DR2EXMER,DS2TOT,Dietary
1009,DR2HELPD,DS2TOT,Dietary
1010,DR2LANG,DS2TOT,Dietary
1011,DR2MNRSP,DS2TOT,Dietary
1012,DRDINT,DS2TOT,Dietary
1013,DS2AN,DS2TOT,Dietary
1014,DS2ANCNT,DS2TOT,Dietary
1015,DS2DS,DS2TOT,Dietary
1016,DS2DSCNT,DS2TOT,Dietary
1017,DS2TCAFF,DS2TOT,Dietary
1018,DS2TCALC,DS2TOT,Dietary
1019,DS2TCARB,DS2TOT,Dietary
1020,DS2TCHL,DS2TOT,Dietary
1021,DS2TCHOL,DS2TOT,Dietary
1022,DS2TCOPP,DS2TOT,Dietary
1023,DS2TFA,DS2TOT,Dietary
1024,DS2TFDFE,DS2TOT,Dietary
1025,DS2TFIBE,DS2TOT,Dietary
1026,DS2TIRON,DS2TOT,Dietary
1027,DS2TKCAL,DS2TOT,Dietary
1028,DS2TLYCO,DS2TOT,Dietary
1029,DS2TLZ,DS2TOT,Dietary
1030,DS2TMAGN,DS2TOT,Dietary
1031,DS2TMFAT,DS2TOT,Dietary
1032,DS2TNIAC,DS2TOT,Dietary
1033,DS2TPFAT,DS2TOT,Dietary
1034,DS2TPHOS,DS2TOT,Dietary
1035,DS2TPOTA,DS2TOT,Dietary
1036,DS2TPROT,DS2TOT,Dietary
1037,DS2TSELE,DS2TOT,Dietary
1038,DS2TSFAT,DS2TOT,Dietary
